id_rh,nilai_rh,id_waktu,id_tanggal
RH18766,-9999,J13,
RH18767,-9999,J13,
RH18768,-9999,J14,
RH18769,-9999,J14,
RH18770,-9999,J14,
RH18771,-9999,J14,
RH18772,-9999,J14,
RH18773,-9999,J14,
RH18774,-9999,J15,
RH18775,-9999,J15,
RH18776,-9999,J15,
RH18777,-9999,J15,
RH18778,-9999,J15,
RH18779,-9999,J15,
RH18780,-9999,J16,
RH18781,-9999,J16,
RH18782,-9999,J16,
RH18783,-9999,J16,
RH18784,-9999,J16,
RH18785,-9999,J16,
RH18786,-9999,J17,
RH18787,-9999,J17,
RH18788,-9999,J17,
RH18789,-9999,J17,
RH18790,-9999,J17,
RH18791,-9999,J17,
RH18792,-9999,J18,
RH18793,-9999,J18,
RH18794,-9999,J18,
RH18795,-9999,J18,
RH18796,-9999,J18,
RH18797,-9999,J18,
RH18798,-9999,J19,
RH18799,-9999,J19,
RH18800,-9999,J19,
RH18801,-9999,J19,
RH18802,-9999,J19,
RH18803,-9999,J19,
RH18804,-9999,J20,
RH18805,-9999,J20,
RH18806,-9999,J20,
RH18807,-9999,J20,
RH18808,-9999,J20,
RH18809,-9999,J20,
RH18810,-9999,J21,
RH18811,-9999,J21,
RH18812,-9999,J21,
RH18813,-9999,J21,
RH18814,-9999,J21,
RH18815,-9999,J21,
RH18816,-9999,J22,
RH18817,-9999,J22,
RH18818,-9999,J22,
RH18819,-9999,J22,
RH18820,-9999,J22,
RH18821,-9999,J22,
RH18822,-9999,J23,
RH18823,-9999,J23,
RH18824,-9999,J23,
RH18825,-9999,J23,
RH18826,-9999,J23,
RH18827,-9999,J23,
RH18828,-9999,J24,
RH18829,-9999,J24,
RH18830,-9999,J24,
RH18831,-9999,J24,
RH18832,-9999,J24,
RH18833,-9999,J24,
RH18834,-9999,J1,
RH18835,-9999,J1,
RH18836,-9999,J1,
RH18837,-9999,J1,
RH18838,-9999,J1,
RH18839,-9999,J1,
RH18840,-9999,J2,
RH18841,-9999,J2,
RH18842,-9999,J2,
RH18843,-9999,J2,
RH18844,-9999,J2,
RH18845,-9999,J2,
RH18846,-9999,J3,
RH18847,-9999,J3,
RH18848,-9999,J3,
RH18849,-9999,J3,
RH18850,-9999,J3,
RH18851,-9999,J3,
RH18852,-9999,J4,
RH18853,-9999,J4,
RH18854,-9999,J4,
RH18855,-9999,J4,
RH18856,-9999,J4,
RH18857,-9999,J4,
RH18858,-9999,J5,
RH18859,-9999,J5,
RH18860,-9999,J5,
RH18861,-9999,J5,
RH18862,-9999,J5,
RH18863,-9999,J5,
RH18864,-9999,J6,
RH18865,-9999,J6,
RH18866,-9999,J6,
RH18867,-9999,J6,
RH18868,-9999,J6,
RH18869,-9999,J6,
RH18870,-9999,J7,
RH18871,-9999,J7,
RH18872,-9999,J7,
RH18873,-9999,J7,
RH18874,-9999,J7,
RH18875,-9999,J7,
RH18876,-9999,J8,
RH18877,-9999,J8,
RH18878,-9999,J8,
RH18879,-9999,J8,
RH18880,-9999,J8,
RH18881,-9999,J8,
RH18882,-9999,J9,
RH18883,-9999,J9,
RH18884,-9999,J9,
RH18885,-9999,J9,
RH18886,-9999,J9,
RH18887,-9999,J9,
RH18888,-9999,J10,
RH18889,-9999,J10,
RH18890,-9999,J10,
RH18891,-9999,J10,
RH18892,-9999,J10,
RH18893,-9999,J10,
RH18894,-9999,J11,
RH18895,-9999,J11,
RH18896,-9999,J11,
RH18897,-9999,J11,
RH18898,-9999,J11,
RH18899,-9999,J11,
RH18900,-9999,J12,
RH18901,-9999,J12,
RH18902,-9999,J12,
RH18903,-9999,J12,
RH18904,-9999,J12,
RH18905,-9999,J12,
RH18906,-9999,J13,
RH18907,-9999,J13,
RH18908,-9999,J13,
RH18909,-9999,J13,
RH18910,-9999,J13,
RH18911,-9999,J13,
RH18912,-9999,J14,
RH18913,-9999,J14,
RH18914,-9999,J14,
RH18915,-9999,J14,
RH18916,-9999,J14,
RH18917,-9999,J14,
RH18918,-9999,J15,
RH18919,-9999,J15,
RH18920,-9999,J15,
RH18921,-9999,J15,
RH18922,-9999,J15,
RH18923,-9999,J15,
RH18924,-9999,J16,
RH18925,-9999,J16,
RH18926,-9999,J16,
RH18927,-9999,J16,
RH18928,-9999,J16,
RH18929,-9999,J16,
RH18930,-9999,J17,
RH18931,-9999,J17,
RH18932,-9999,J17,
RH18933,-9999,J17,
RH18934,-9999,J17,
RH18935,-9999,J17,
RH18936,-9999,J18,
RH18937,-9999,J18,
RH18938,-9999,J18,
RH18939,-9999,J18,
RH18940,-9999,J18,
RH18941,-9999,J18,
RH18942,-9999,J19,
RH18943,-9999,J19,
RH18944,-9999,J19,
RH18945,-9999,J19,
RH18946,-9999,J19,
RH18947,-9999,J19,
RH18948,-9999,J20,
RH18949,-9999,J20,
RH18950,-9999,J20,
RH18951,-9999,J20,
RH18952,-9999,J20,
RH18953,-9999,J20,
RH18954,-9999,J21,
RH18955,-9999,J21,
RH18956,-9999,J21,
RH18957,-9999,J21,
RH18958,-9999,J21,
RH18959,-9999,J21,
RH18960,-9999,J22,
RH18961,-9999,J22,
RH18962,-9999,J22,
RH18963,-9999,J22,
RH18964,-9999,J22,
RH18965,-9999,J22,
RH18966,-9999,J23,
RH18967,-9999,J23,
RH18968,-9999,J23,
RH18969,-9999,J23,
RH18970,-9999,J23,
RH18971,-9999,J23,
RH18972,-9999,J24,
RH18973,-9999,J24,
RH18974,-9999,J24,
RH18975,-9999,J24,
RH18976,-9999,J24,
RH18977,-9999,J24,
RH18978,-9999,J1,
RH18979,-9999,J1,
RH18980,-9999,J1,
RH18981,-9999,J1,
RH18982,-9999,J1,
RH18983,-9999,J1,
RH18984,-9999,J2,
RH18985,-9999,J2,
RH18986,-9999,J2,
RH18987,-9999,J2,
RH18988,-9999,J2,
RH18989,-9999,J2,
RH18990,-9999,J3,
RH18991,-9999,J3,
RH18992,-9999,J3,
RH18993,-9999,J3,
RH18994,-9999,J3,
RH18995,-9999,J3,
RH18996,-9999,J4,
RH18997,-9999,J4,
RH18998,-9999,J4,
RH18999,-9999,J4,
RH19000,-9999,J4,
RH19001,-9999,J4,
RH19002,-9999,J5,
RH19003,-9999,J5,
RH19004,-9999,J5,
RH19005,-9999,J5,
RH19006,-9999,J5,
RH19007,-9999,J5,
RH19008,-9999,J6,
RH19009,-9999,J6,
RH19010,-9999,J6,
RH19011,-9999,J6,
RH19012,-9999,J6,
RH19013,-9999,J6,
RH19014,-9999,J7,
RH19015,-9999,J7,
RH19016,-9999,J7,
RH19017,-9999,J7,
RH19018,-9999,J7,
RH19019,-9999,J7,
RH19020,-9999,J8,
RH19021,-9999,J8,
RH19022,-9999,J8,
RH19023,-9999,J8,
RH19024,-9999,J8,
RH19025,-9999,J8,
RH19026,-9999,J9,
RH19027,-9999,J9,
RH19028,-9999,J9,
RH19029,-9999,J9,
RH19030,-9999,J9,
RH19031,-9999,J9,
RH19032,-9999,J10,
RH19033,-9999,J10,
RH19034,-9999,J10,
RH19035,-9999,J10,
RH19036,-9999,J10,
RH19037,-9999,J10,
RH19038,-9999,J11,
RH19039,-9999,J11,
RH19040,-9999,J11,
RH19041,-9999,J11,
RH19042,-9999,J11,
RH19043,-9999,J11,
RH19044,-9999,J12,
RH19045,-9999,J12,
RH19046,-9999,J12,
RH19047,-9999,J12,
RH19048,-9999,J12,
RH19049,-9999,J12,
RH19050,-9999,J13,
RH19051,-9999,J13,
RH19052,-9999,J13,
RH19053,-9999,J13,
RH19054,-9999,J13,
RH19055,-9999,J13,
RH19056,-9999,J14,
RH19057,-9999,J14,
RH19058,-9999,J14,
RH19059,-9999,J14,
RH19060,-9999,J14,
RH19061,-9999,J14,
RH19062,-9999,J15,
RH19063,-9999,J15,
RH19064,-9999,J15,
RH19065,-9999,J15,
RH19066,-9999,J15,
RH19067,-9999,J15,
RH19068,-9999,J16,
RH19069,-9999,J16,
RH19070,-9999,J16,
RH19071,-9999,J16,
RH19072,-9999,J16,
RH19073,-9999,J16,
RH19074,-9999,J17,
RH19075,-9999,J17,
RH19076,-9999,J17,
RH19077,-9999,J17,
RH19078,-9999,J17,
RH19079,-9999,J17,
RH19080,-9999,J18,
RH19081,-9999,J18,
RH19082,-9999,J18,
RH19083,-9999,J18,
RH19084,-9999,J18,
RH19085,-9999,J18,
RH19086,-9999,J19,
RH19087,-9999,J19,
RH19088,-9999,J19,
RH19089,-9999,J19,
RH19090,-9999,J19,
RH19091,-9999,J19,
RH19092,-9999,J20,
RH19093,-9999,J20,
RH19094,-9999,J20,
RH19095,-9999,J20,
RH19096,-9999,J20,
RH19097,-9999,J20,
RH19098,-9999,J21,
RH19099,-9999,J21,
RH19100,-9999,J21,
RH19101,-9999,J21,
RH19102,-9999,J21,
RH19103,-9999,J21,
RH19104,-9999,J22,
RH19105,-9999,J22,
RH19106,-9999,J22,
RH19107,-9999,J22,
RH19108,-9999,J22,
RH19109,-9999,J22,
RH19110,-9999,J23,
RH19111,-9999,J23,
RH19112,-9999,J23,
RH19113,-9999,J23,
RH19114,-9999,J23,
RH19115,-9999,J23,
RH19116,-9999,J24,
RH19117,-9999,J24,
RH19118,-9999,J24,
RH19119,-9999,J24,
RH19120,-9999,J24,
RH19121,-9999,J24,
RH19122,-9999,J1,
RH19123,-9999,J1,
RH19124,-9999,J1,
RH19125,-9999,J1,
RH19126,-9999,J1,
RH19127,-9999,J1,
RH19128,-9999,J2,
RH19129,-9999,J2,
RH19130,-9999,J2,
RH19131,-9999,J2,
RH19132,-9999,J2,
RH19133,-9999,J2,
RH19134,-9999,J3,
RH19135,-9999,J3,
RH19136,-9999,J3,
RH19137,-9999,J3,
RH19138,-9999,J3,
RH19139,-9999,J3,
RH19140,-9999,J4,
RH19141,-9999,J4,
RH19142,-9999,J4,
RH19143,-9999,J4,
RH19144,-9999,J4,
RH19145,-9999,J4,
RH19146,-9999,J5,
RH19147,-9999,J5,
RH19148,-9999,J5,
RH19149,-9999,J5,
RH19150,-9999,J5,
RH19151,-9999,J5,
RH19152,-9999,J6,
RH19153,-9999,J6,
RH19154,-9999,J6,
RH19155,-9999,J6,
RH19156,-9999,J6,
RH19157,-9999,J6,
RH19158,-9999,J7,
RH19159,-9999,J7,
RH19160,-9999,J7,
RH19161,-9999,J7,
RH19162,-9999,J7,
RH19163,-9999,J7,
RH19164,-9999,J8,
RH19165,-9999,J8,
RH19166,-9999,J8,
RH19167,-9999,J8,
RH19168,-9999,J8,
RH19169,-9999,J8,
RH19170,-9999,J9,
RH19171,-9999,J9,
RH19172,-9999,J9,
RH19173,-9999,J9,
RH19174,-9999,J9,
RH19175,-9999,J9,
RH19176,-9999,J10,
RH19177,-9999,J10,
RH19178,-9999,J10,
RH19179,-9999,J10,
RH19180,-9999,J10,
RH19181,-9999,J10,
RH19182,-9999,J11,
RH19183,-9999,J11,
RH19184,-9999,J11,
RH19185,-9999,J11,
RH19186,-9999,J11,
RH19187,-9999,J11,
RH19188,-9999,J12,
RH19189,-9999,J12,
RH19190,-9999,J12,
RH19191,-9999,J12,
RH19192,-9999,J12,
RH19193,-9999,J12,
RH19194,-9999,J13,
RH19195,-9999,J13,
RH19196,-9999,J13,
RH19197,-9999,J13,
RH19198,-9999,J13,
RH19199,-9999,J13,
RH19200,-9999,J14,
RH19201,-9999,J14,
RH19202,-9999,J14,
RH19203,-9999,J14,
RH19204,-9999,J14,
RH19205,-9999,J14,
RH19206,-9999,J15,
RH19207,-9999,J15,
RH19208,-9999,J15,
RH19209,-9999,J15,
RH19210,-9999,J15,
RH19211,-9999,J15,
RH19212,-9999,J16,
RH19213,-9999,J16,
RH19214,-9999,J16,
RH19215,-9999,J16,
RH19216,-9999,J16,
RH19217,-9999,J16,
RH19218,-9999,J17,
RH19219,-9999,J17,
RH19220,-9999,J17,
RH19221,-9999,J17,
RH19222,-9999,J17,
RH19223,-9999,J17,
RH19224,-9999,J18,
RH19225,-9999,J18,
RH19226,-9999,J18,
RH19227,-9999,J18,
RH19228,-9999,J18,
RH19229,-9999,J18,
RH19230,-9999,J19,
RH19231,-9999,J19,
RH19232,-9999,J19,
RH19233,-9999,J19,
RH19234,-9999,J19,
RH19235,-9999,J19,
RH19236,-9999,J20,
RH19237,-9999,J20,
RH19238,-9999,J20,
RH19239,-9999,J20,
RH19240,-9999,J20,
RH19241,-9999,J20,
RH19242,-9999,J21,
RH19243,-9999,J21,
RH19244,-9999,J21,
RH19245,-9999,J21,
RH19246,-9999,J21,
RH19247,-9999,J21,
RH19248,-9999,J22,
RH19249,-9999,J22,
RH19250,-9999,J22,
RH19251,-9999,J22,
RH19252,-9999,J22,
RH19253,-9999,J22,
RH19254,-9999,J23,
RH19255,-9999,J23,
RH19256,-9999,J23,
RH19257,-9999,J23,
RH19258,-9999,J23,
RH19259,-9999,J23,
RH19260,-9999,J24,
RH19261,-9999,J24,
RH19262,-9999,J24,
RH19263,-9999,J24,
RH19264,-9999,J24,
RH19265,-9999,J24,
RH19266,-9999,J1,
RH19267,-9999,J1,
RH19268,-9999,J1,
RH19269,-9999,J1,
RH19270,-9999,J1,
RH19271,-9999,J1,
RH19272,-9999,J2,
RH19273,-9999,J2,
RH19274,-9999,J2,
RH19275,-9999,J2,
RH19276,-9999,J2,
RH19277,-9999,J2,
RH19278,-9999,J3,
RH19279,-9999,J3,
RH19280,-9999,J3,
RH19281,-9999,J3,
RH19282,-9999,J3,
RH19283,-9999,J3,
RH19284,-9999,J4,
RH19285,-9999,J4,
RH19286,-9999,J4,
RH19287,-9999,J4,
RH19288,-9999,J4,
RH19289,-9999,J4,
RH19290,-9999,J5,
RH19291,-9999,J5,
RH19292,-9999,J5,
RH19293,-9999,J5,
RH19294,-9999,J5,
RH19295,-9999,J5,
RH19296,-9999,J6,
RH19297,-9999,J6,
RH19298,-9999,J6,
RH19299,-9999,J6,
RH19300,-9999,J6,
RH19301,-9999,J6,
RH19302,-9999,J7,
RH19303,-9999,J7,
RH19304,-9999,J7,
RH19305,-9999,J7,
RH19306,-9999,J7,
RH19307,-9999,J7,
RH19308,-9999,J8,
RH19309,-9999,J8,
RH19310,-9999,J8,
RH19311,-9999,J8,
RH19312,-9999,J8,
RH19313,-9999,J8,
RH19314,-9999,J9,
RH19315,-9999,J9,
RH19316,-9999,J9,
RH19317,-9999,J9,
RH19318,-9999,J9,
RH19319,-9999,J9,
RH19320,-9999,J10,
RH19321,-9999,J10,
RH19322,-9999,J10,
RH19323,-9999,J10,
RH19324,-9999,J10,
RH19325,-9999,J10,
RH19326,-9999,J11,
RH19327,-9999,J11,
RH19328,-9999,J11,
RH19329,-9999,J11,
RH19330,-9999,J11,
RH19331,-9999,J11,
RH19332,-9999,J12,
RH19333,-9999,J12,
RH19334,-9999,J12,
RH19335,-9999,J12,
RH19336,-9999,J12,
RH19337,-9999,J12,
RH19338,-9999,J13,
RH19339,-9999,J13,
RH19340,-9999,J13,
RH19341,-9999,J13,
RH19342,-9999,J13,
RH19343,-9999,J13,
RH19344,-9999,J14,
RH19345,-9999,J14,
RH19346,-9999,J14,
RH19347,-9999,J14,
RH19348,-9999,J14,
RH19349,-9999,J14,
RH19350,-9999,J15,
RH19351,-9999,J15,
RH19352,-9999,J15,
RH19353,-9999,J15,
RH19354,-9999,J15,
RH19355,-9999,J15,
RH19356,-9999,J16,
RH19357,-9999,J16,
RH19358,-9999,J16,
RH19359,-9999,J16,
RH19360,-9999,J16,
RH19361,-9999,J16,
RH19362,-9999,J17,
RH19363,-9999,J17,
RH19364,-9999,J17,
RH19365,-9999,J17,
RH19366,-9999,J17,
RH19367,-9999,J17,
RH19368,-9999,J18,
RH19369,-9999,J18,
RH19370,-9999,J18,
RH19371,-9999,J18,
RH19372,-9999,J18,
RH19373,-9999,J18,
RH19374,-9999,J19,
RH19375,-9999,J19,
RH19376,-9999,J19,
RH19377,-9999,J19,
RH19378,-9999,J19,
RH19379,-9999,J19,
RH19380,-9999,J20,
RH19381,-9999,J20,
RH19382,-9999,J20,
RH19383,-9999,J20,
RH19384,-9999,J20,
RH19385,-9999,J20,
RH19386,-9999,J21,
RH19387,-9999,J21,
RH19388,-9999,J21,
RH19389,-9999,J21,
RH19390,-9999,J21,
RH19391,-9999,J21,
RH19392,-9999,J22,
RH19393,-9999,J22,
RH19394,-9999,J22,
RH19395,-9999,J22,
RH19396,-9999,J22,
RH19397,-9999,J22,
RH19398,-9999,J23,
RH19399,-9999,J23,
RH19400,-9999,J23,
RH19401,-9999,J23,
RH19402,-9999,J23,
RH19403,-9999,J23,
RH19404,-9999,J24,
RH19405,-9999,J24,
RH19406,-9999,J24,
RH19407,-9999,J24,
RH19408,-9999,J24,
RH19409,-9999,J24,
RH19410,-9999,J1,
RH19411,-9999,J1,
RH19412,-9999,J1,
RH19413,-9999,J1,
RH19414,-9999,J1,
RH19415,-9999,J1,
RH19416,-9999,J2,
RH19417,-9999,J2,
RH19418,-9999,J2,
RH19419,-9999,J2,
RH19420,-9999,J2,
RH19421,-9999,J2,
RH19422,-9999,J3,
RH19423,-9999,J3,
RH19424,-9999,J3,
RH19425,-9999,J3,
RH19426,-9999,J3,
RH19427,-9999,J3,
RH19428,-9999,J4,
RH19429,-9999,J4,
RH19430,-9999,J4,
RH19431,-9999,J4,
RH19432,-9999,J4,
RH19433,-9999,J4,
RH19434,-9999,J5,
RH19435,-9999,J5,
RH19436,-9999,J5,
RH19437,-9999,J5,
RH19438,-9999,J5,
RH19439,-9999,J5,
RH19440,-9999,J6,
RH19441,-9999,J6,
RH19442,-9999,J6,
RH19443,-9999,J6,
RH19444,-9999,J6,
RH19445,-9999,J6,
RH19446,-9999,J7,
RH19447,-9999,J7,
RH19448,-9999,J7,
RH19449,-9999,J7,
RH19450,-9999,J7,
RH19451,-9999,J7,
RH19452,-9999,J8,
RH19453,-9999,J8,
RH19454,-9999,J8,
RH19455,-9999,J8,
RH19456,-9999,J8,
RH19457,-9999,J8,
RH19458,-9999,J9,
RH19459,-9999,J9,
RH19460,-9999,J9,
RH19461,-9999,J9,
RH19462,-9999,J9,
RH19463,-9999,J9,
RH19464,-9999,J10,
RH19465,-9999,J10,
RH19466,-9999,J10,
RH19467,-9999,J10,
RH19468,-9999,J10,
RH19469,-9999,J10,
RH19470,-9999,J11,
RH19471,-9999,J11,
RH19472,-9999,J11,
RH19473,-9999,J11,
RH19474,-9999,J11,
RH19475,-9999,J11,
RH19476,-9999,J12,
RH19477,-9999,J12,
RH19478,-9999,J12,
RH19479,-9999,J12,
RH19480,-9999,J12,
RH19481,-9999,J12,
RH19482,-9999,J13,
RH19483,-9999,J13,
RH19484,-9999,J13,
RH19485,-9999,J13,
RH19486,-9999,J13,
RH19487,-9999,J13,
RH19488,-9999,J14,
RH19489,-9999,J14,
RH19490,-9999,J14,
RH19491,-9999,J14,
RH19492,-9999,J14,
RH19493,-9999,J14,
RH19494,-9999,J15,
RH19495,-9999,J15,
RH19496,-9999,J15,
RH19497,-9999,J15,
RH19498,-9999,J15,
RH19499,-9999,J15,
RH19500,-9999,J16,
RH19501,-9999,J16,
RH19502,-9999,J16,
RH19503,-9999,J16,
RH19504,-9999,J16,
RH19505,-9999,J16,
RH19506,-9999,J17,
RH19507,-9999,J17,
RH19508,-9999,J17,
RH19509,-9999,J17,
RH19510,-9999,J17,
RH19511,-9999,J17,
RH19512,-9999,J18,
RH19513,-9999,J18,
RH19514,-9999,J18,
RH19515,-9999,J18,
RH19516,-9999,J18,
RH19517,-9999,J18,
RH19518,-9999,J19,
RH19519,-9999,J19,
RH19520,-9999,J19,
RH19521,-9999,J19,
RH19522,-9999,J19,
RH19523,-9999,J19,
RH19524,-9999,J20,
RH19525,-9999,J20,
RH19526,-9999,J20,
RH19527,-9999,J20,
RH19528,-9999,J20,
RH19529,-9999,J20,
RH19530,-9999,J21,
RH19531,-9999,J21,
RH19532,-9999,J21,
RH19533,-9999,J21,
RH19534,-9999,J21,
RH19535,-9999,J21,
RH19536,-9999,J22,
RH19537,-9999,J22,
RH19538,-9999,J22,
RH19539,-9999,J22,
RH19540,-9999,J22,
RH19541,-9999,J22,
RH19542,-9999,J23,
RH19543,-9999,J23,
RH19544,-9999,J23,
RH19545,-9999,J23,
RH19546,-9999,J23,
RH19547,-9999,J23,
RH19548,-9999,J24,
RH19549,-9999,J24,
RH19550,-9999,J24,
RH19551,-9999,J24,
RH19552,-9999,J24,
RH19553,-9999,J24,
RH19554,-9999,J1,
RH19555,-9999,J1,
RH19556,-9999,J1,
RH19557,-9999,J1,
RH19558,-9999,J1,
RH19559,-9999,J1,
RH19560,-9999,J2,
RH19561,-9999,J2,
RH19562,-9999,J2,
RH19563,-9999,J2,
RH19564,-9999,J2,
RH19565,-9999,J2,
RH19566,-9999,J3,
RH19567,-9999,J3,
RH19568,-9999,J3,
RH19569,-9999,J3,
RH19570,-9999,J3,
RH19571,-9999,J3,
RH19572,-9999,J4,
RH19573,-9999,J4,
RH19574,-9999,J4,
RH19575,-9999,J4,
RH19576,-9999,J4,
RH19577,-9999,J4,
RH19578,-9999,J5,
RH19579,-9999,J5,
RH19580,-9999,J5,
RH19581,-9999,J5,
RH19582,-9999,J5,
RH19583,-9999,J5,
RH19584,-9999,J6,
RH19585,-9999,J6,
RH19586,-9999,J6,
RH19587,-9999,J6,
RH19588,-9999,J6,
RH19589,-9999,J6,
RH19590,-9999,J7,
RH19591,-9999,J7,
RH19592,-9999,J7,
RH19593,-9999,J7,
RH19594,-9999,J7,
RH19595,-9999,J7,
RH19596,-9999,J8,
RH19597,-9999,J8,
RH19598,-9999,J8,
RH19599,-9999,J8,
RH19600,-9999,J8,
RH19601,-9999,J8,
RH19602,-9999,J9,
RH19603,-9999,J9,
RH19604,-9999,J9,
RH19605,-9999,J9,
RH19606,-9999,J9,
RH19607,-9999,J9,
RH19608,-9999,J10,
RH19609,-9999,J10,
RH19610,-9999,J10,
RH19611,-9999,J10,
RH19612,-9999,J10,
RH19613,-9999,J10,
RH19614,-9999,J11,
RH19615,-9999,J11,
RH19616,-9999,J11,
RH19617,-9999,J11,
RH19618,-9999,J11,
RH19619,-9999,J11,
RH19620,-9999,J12,
RH19621,-9999,J12,
RH19622,-9999,J12,
RH19623,-9999,J12,
RH19624,-9999,J12,
RH19625,-9999,J12,
RH19626,-9999,J13,
RH19627,-9999,J13,
RH19628,-9999,J13,
RH19629,-9999,J13,
RH19630,-9999,J13,
RH19631,-9999,J13,
RH19632,-9999,J14,
RH19633,-9999,J14,
RH19634,-9999,J14,
RH19635,-9999,J14,
RH19636,-9999,J14,
RH19637,-9999,J14,
RH19638,-9999,J15,
RH19639,-9999,J15,
RH19640,-9999,J15,
RH19641,-9999,J15,
RH19642,-9999,J15,
RH19643,-9999,J15,
RH19644,-9999,J16,
RH19645,-9999,J16,
RH19646,-9999,J16,
RH19647,-9999,J16,
RH19648,-9999,J16,
RH19649,-9999,J16,
RH19650,-9999,J17,
RH19651,-9999,J17,
RH19652,-9999,J17,
RH19653,-9999,J17,
RH19654,-9999,J17,
RH19655,-9999,J17,
RH19656,-9999,J18,
RH19657,-9999,J18,
RH19658,-9999,J18,
RH19659,-9999,J18,
RH19660,-9999,J18,
RH19661,-9999,J18,
RH19662,-9999,J19,
RH19663,-9999,J19,
RH19664,-9999,J19,
RH19665,-9999,J19,
RH19666,-9999,J19,
RH19667,-9999,J19,
RH19668,-9999,J20,
RH19669,-9999,J20,
RH19670,-9999,J20,
RH19671,-9999,J20,
RH19672,-9999,J20,
RH19673,-9999,J20,
RH19674,-9999,J21,
RH19675,-9999,J21,
RH19676,-9999,J21,
RH19677,-9999,J21,
RH19678,-9999,J21,
RH19679,-9999,J21,
RH19680,-9999,J22,
RH19681,-9999,J22,
RH19682,-9999,J22,
RH19683,-9999,J22,
RH19684,-9999,J22,
RH19685,-9999,J22,
RH19686,-9999,J23,
RH19687,-9999,J23,
RH19688,-9999,J23,
RH19689,-9999,J23,
RH19690,-9999,J23,
RH19691,-9999,J23,
RH19692,-9999,J24,
RH19693,-9999,J24,
RH19694,-9999,J24,
RH19695,-9999,J24,
RH19696,-9999,J24,
RH19697,-9999,J24,
RH19698,-9999,J1,
RH19699,-9999,J1,
RH19700,-9999,J1,
RH19701,-9999,J1,
RH19702,-9999,J1,
RH19703,-9999,J1,
RH19704,-9999,J2,
RH19705,-9999,J2,
RH19706,-9999,J2,
RH19707,-9999,J2,
RH19708,-9999,J2,
RH19709,-9999,J2,
RH19710,-9999,J3,
RH19711,-9999,J3,
RH19712,-9999,J3,
RH19713,-9999,J3,
RH19714,-9999,J3,
RH19715,-9999,J3,
RH19716,-9999,J4,
RH19717,-9999,J4,
RH19718,-9999,J4,
RH19719,-9999,J4,
RH19720,-9999,J4,
RH19721,-9999,J4,
RH19722,-9999,J5,
RH19723,-9999,J5,
RH19724,-9999,J5,
RH19725,-9999,J5,
RH19726,-9999,J5,
RH19727,-9999,J5,
RH19728,-9999,J6,
RH19729,-9999,J6,
RH19730,-9999,J6,
RH19731,-9999,J6,
RH19732,-9999,J6,
RH19733,-9999,J6,
RH19734,-9999,J7,
RH19735,-9999,J7,
RH19736,-9999,J7,
RH19737,-9999,J7,
RH19738,-9999,J7,
RH19739,-9999,J7,
RH19740,-9999,J8,
RH19741,-9999,J8,
RH19742,-9999,J8,
RH19743,-9999,J8,
RH19744,-9999,J8,
RH19745,-9999,J8,
RH19746,-9999,J9,
RH19747,-9999,J9,
RH19748,-9999,J9,
RH19749,-9999,J9,
RH19750,-9999,J9,
RH19751,-9999,J9,
RH19752,-9999,J10,
RH19753,-9999,J10,
RH19754,-9999,J10,
RH19755,-9999,J10,
RH19756,-9999,J10,
RH19757,-9999,J10,
RH19758,-9999,J11,
RH19759,-9999,J11,
RH19760,-9999,J11,
RH19761,-9999,J11,
RH19762,-9999,J11,
RH19763,-9999,J11,
RH19764,-9999,J12,
RH19765,-9999,J12,
RH19766,-9999,J12,
RH19767,-9999,J12,
RH19768,-9999,J12,
RH19769,-9999,J12,
RH19770,-9999,J13,
RH19771,-9999,J13,
RH19772,-9999,J13,
RH19773,-9999,J13,
RH19774,-9999,J13,
RH19775,-9999,J13,
RH19776,-9999,J14,
RH19777,-9999,J14,
RH19778,-9999,J14,
RH19779,-9999,J14,
RH19780,-9999,J14,
RH19781,-9999,J14,
RH19782,-9999,J15,
RH19783,-9999,J15,
RH19784,-9999,J15,
RH19785,-9999,J15,
RH19786,-9999,J15,
RH19787,-9999,J15,
RH19788,-9999,J16,
RH19789,-9999,J16,
RH19790,-9999,J16,
RH19791,-9999,J16,
RH19792,-9999,J16,
RH19793,-9999,J16,
RH19794,-9999,J17,
RH19795,-9999,J17,
RH19796,-9999,J17,
RH19797,-9999,J17,
RH19798,-9999,J17,
RH19799,-9999,J17,
RH19800,-9999,J18,
RH19801,-9999,J18,
RH19802,-9999,J18,
RH19803,-9999,J18,
RH19804,-9999,J18,
RH19805,-9999,J18,
RH19806,-9999,J19,
RH19807,-9999,J19,
RH19808,-9999,J19,
RH19809,-9999,J19,
RH19810,-9999,J19,
RH19811,-9999,J19,
RH19812,-9999,J20,
RH19813,-9999,J20,
RH19814,-9999,J20,
RH19815,-9999,J20,
RH19816,-9999,J20,
RH19817,-9999,J20,
RH19818,-9999,J21,
RH19819,-9999,J21,
RH19820,-9999,J21,
RH19821,-9999,J21,
RH19822,-9999,J21,
RH19823,-9999,J21,
RH19824,-9999,J22,
RH19825,-9999,J22,
RH19826,-9999,J22,
RH19827,-9999,J22,
RH19828,-9999,J22,
RH19829,-9999,J22,
RH19830,-9999,J23,
RH19831,-9999,J23,
RH19832,-9999,J23,
RH19833,-9999,J23,
RH19834,-9999,J23,
RH19835,-9999,J23,
RH19836,-9999,J24,
RH19837,-9999,J24,
RH19838,-9999,J24,
RH19839,-9999,J24,
RH19840,-9999,J24,
