id_rh,nilai_rh,id_waktu,id_tanggal
RH37045,95.1,J14,
RH37046,94.8,J14,
RH37047,94.4,J14,
RH37048,93.2,J14,
RH37049,93.3,J14,
RH37050,94.3,J15,
RH37051,94.6,J15,
RH37052,94.5,J15,
RH37053,94.1,J15,
RH37054,93.8,J15,
RH37055,93.4,J15,
RH37056,93.6,J16,
RH37057,93.7,J16,
RH37058,94.5,J16,
RH37059,95.1,J16,
RH37060,96,J16,
RH37061,96.5,J16,
RH37062,95.8,J17,
RH37063,95.2,J17,
RH37064,94.8,J17,
RH37065,95.4,J17,
RH37066,95.8,J17,
RH37067,96.2,J17,
RH37068,96.7,J18,
RH37069,96.9,J18,
RH37070,97,J18,
RH37071,97.4,J18,
RH37072,97.6,J18,
RH37073,97.6,J18,
RH37074,97.6,J19,
RH37075,97.7,J19,
RH37076,97.6,J19,
RH37077,97.7,J19,
RH37078,97.3,J19,
RH37079,96.6,J19,
RH37080,96.5,J20,
RH37081,96.7,J20,
RH37082,96.8,J20,
RH37083,97,J20,
RH37084,97,J20,
RH37085,97.1,J20,
RH37086,97.5,J21,
RH37087,97.6,J21,
RH37088,97.3,J21,
RH37089,97.1,J21,
RH37090,96.1,J21,
RH37091,95,J21,
RH37092,96,J22,
RH37093,96.6,J22,
RH37094,96.1,J22,
RH37095,96.1,J22,
RH37096,96.8,J22,
RH37097,97.6,J22,
RH37098,97.8,J23,
RH37099,97.2,J23,
RH37100,96.1,J23,
RH37101,95.2,J23,
RH37102,93.9,J23,
RH37103,92.8,J23,
RH37104,91.2,J24,
RH37105,87.8,J24,
RH37106,85.3,J24,
RH37107,84.4,J24,
RH37108,83.9,J24,
RH37109,84.1,J24,
RH37110,83.9,J1,
RH37111,84.2,J1,
RH37112,84.6,J1,
RH37113,85,J1,
RH37114,85.1,J1,
RH37115,83.6,J1,
RH37116,80,J2,
RH37117,80.8,J2,
RH37118,80.1,J2,
RH37119,81.7,J2,
RH37120,79.7,J2,
RH37121,79.2,J2,
RH37122,75.6,J3,
RH37123,76.4,J3,
RH37124,75.3,J3,
RH37125,74.5,J3,
RH37126,74.6,J3,
RH37127,73.4,J3,
RH37128,73,J4,
RH37129,70.9,J4,
RH37130,70.9,J4,
RH37131,71.6,J4,
RH37132,69.7,J4,
RH37133,71.4,J4,
RH37134,71.7,J5,
RH37135,73.9,J5,
RH37136,76.3,J5,
RH37137,72.6,J5,
RH37138,68.2,J5,
RH37139,63,J5,
RH37140,64.7,J6,
RH37141,80.1,J6,
RH37142,84.5,J6,
RH37143,90.5,J6,
RH37144,95.3,J6,
RH37145,96.5,J6,
RH37146,96.1,J7,
RH37147,95.7,J7,
RH37148,94.3,J7,
RH37149,93.2,J7,
RH37150,92.9,J7,
RH37151,92.7,J7,
RH37152,93.1,J8,
RH37153,93.9,J8,
RH37154,93.1,J8,
RH37155,91.3,J8,
RH37156,90,J8,
RH37157,87.6,J8,
RH37158,86.2,J9,
RH37159,85.6,J9,
RH37160,86.1,J9,
RH37161,86.9,J9,
RH37162,88.5,J9,
RH37163,87.3,J9,
RH37164,87.3,J10,
RH37165,88.6,J10,
RH37166,89.5,J10,
RH37167,91.3,J10,
RH37168,91.3,J10,
RH37169,92,J10,
RH37170,93.3,J11,
RH37171,93.6,J11,
RH37172,92.8,J11,
RH37173,92.7,J11,
RH37174,93,J11,
RH37175,94,J11,
RH37176,94.4,J12,
RH37177,94,J12,
RH37178,94.1,J12,
RH37179,94.2,J12,
RH37180,94.5,J12,
RH37181,93.5,J12,
RH37182,93.7,J13,
RH37183,94.6,J13,
RH37184,94.2,J13,
RH37185,93.7,J13,
RH37186,93.8,J13,
RH37187,93.8,J13,
RH37188,93.8,J14,
RH37189,93.9,J14,
RH37190,93.4,J14,
RH37191,93.2,J14,
RH37192,93.5,J14,
RH37193,93,J14,
RH37194,93.8,J15,
RH37195,95,J15,
RH37196,95.6,J15,
RH37197,95.5,J15,
RH37198,95.3,J15,
RH37199,95,J15,
RH37200,94.9,J16,
RH37201,95.5,J16,
RH37202,97,J16,
RH37203,97.4,J16,
RH37204,97.5,J16,
RH37205,97.8,J16,
RH37206,98,J17,
RH37207,98,J17,
RH37208,97.5,J17,
RH37209,97.2,J17,
RH37210,96.6,J17,
RH37211,96.1,J17,
RH37212,96.2,J18,
RH37213,96.6,J18,
RH37214,97,J18,
RH37215,96.8,J18,
RH37216,96.6,J18,
RH37217,96.6,J18,
RH37218,96.4,J19,
RH37219,97,J19,
RH37220,97.2,J19,
RH37221,97.2,J19,
RH37222,95.8,J19,
RH37223,94.9,J19,
RH37224,95.1,J20,
RH37225,95.6,J20,
RH37226,96.5,J20,
RH37227,96.8,J20,
RH37228,97.3,J20,
RH37229,97.6,J20,
RH37230,97.9,J21,
RH37231,97.4,J21,
RH37232,96,J21,
RH37233,95.8,J21,
RH37234,97,J21,
RH37235,97.4,J21,
RH37236,97.3,J22,
RH37237,97.2,J22,
RH37238,96.4,J22,
RH37239,97.4,J22,
RH37240,97.3,J22,
RH37241,97.1,J22,
RH37242,96.8,J23,
RH37243,96.1,J23,
RH37244,95.5,J23,
RH37245,94.6,J23,
RH37246,94.4,J23,
RH37247,94.6,J23,
RH37248,94,J24,
RH37249,93.4,J24,
RH37250,92.9,J24,
RH37251,91.3,J24,
RH37252,90.4,J24,
RH37253,89.5,J24,
RH37254,87.3,J1,
RH37255,85.1,J1,
RH37256,83.4,J1,
RH37257,83,J1,
RH37258,81.9,J1,
RH37259,80.5,J1,
RH37260,79.5,J2,
RH37261,77.6,J2,
RH37262,76.1,J2,
RH37263,76.2,J2,
RH37264,76.2,J2,
RH37265,74.9,J2,
RH37266,74.7,J3,
RH37267,74.3,J3,
RH37268,74.1,J3,
RH37269,73.5,J3,
RH37270,72.3,J3,
RH37271,72.4,J3,
RH37272,71.3,J4,
RH37273,70.7,J4,
RH37274,70.7,J4,
RH37275,70.5,J4,
RH37276,68.2,J4,
RH37277,66.8,J4,
RH37278,66.9,J5,
RH37279,64.7,J5,
RH37280,65,J5,
RH37281,66.7,J5,
RH37282,73.2,J5,
RH37283,74.8,J5,
RH37284,77.8,J6,
RH37285,87.6,J6,
RH37286,83.5,J6,
RH37287,80.5,J6,
RH37288,81.3,J6,
RH37289,80.3,J6,
RH37290,81.2,J7,
RH37291,80.9,J7,
RH37292,80.8,J7,
RH37293,80.3,J7,
RH37294,81.1,J7,
RH37295,77.8,J7,
RH37296,76.6,J8,
RH37297,76.7,J8,
RH37298,75,J8,
RH37299,73.6,J8,
RH37300,73,J8,
RH37301,75.6,J8,
RH37302,76.8,J9,
RH37303,78.1,J9,
RH37304,79.9,J9,
RH37305,81,J9,
RH37306,82.4,J9,
RH37307,82.3,J9,
RH37308,83.2,J10,
RH37309,86.6,J10,
RH37310,89,J10,
RH37311,90.4,J10,
RH37312,90.9,J10,
RH37313,91.2,J10,
RH37314,89.5,J11,
RH37315,89.9,J11,
RH37316,89.9,J11,
RH37317,89.8,J11,
RH37318,89.3,J11,
RH37319,90.7,J11,
RH37320,90.8,J12,
RH37321,90.2,J12,
RH37322,91.1,J12,
RH37323,91.2,J12,
RH37324,90.4,J12,
RH37325,87.8,J12,
RH37326,87.5,J13,
RH37327,90.7,J13,
RH37328,93,J13,
RH37329,90.7,J13,
RH37330,89.2,J13,
RH37331,89.5,J13,
RH37332,90.6,J14,
RH37333,90.1,J14,
RH37334,89.1,J14,
RH37335,89.3,J14,
RH37336,88.4,J14,
RH37337,88.6,J14,
RH37338,91.2,J15,
RH37339,90.6,J15,
RH37340,89.2,J15,
RH37341,87.4,J15,
RH37342,87.3,J15,
RH37343,87.8,J15,
RH37344,87.9,J16,
RH37345,87.5,J16,
RH37346,87.5,J16,
RH37347,87.3,J16,
RH37348,86.7,J16,
RH37349,88.8,J16,
RH37350,89.7,J17,
RH37351,89.7,J17,
RH37352,89.5,J17,
RH37353,90.2,J17,
RH37354,90.3,J17,
RH37355,90.2,J17,
RH37356,90.4,J18,
RH37357,90.8,J18,
RH37358,92.2,J18,
RH37359,93.9,J18,
RH37360,95.7,J18,
RH37361,94.7,J18,
RH37362,93,J19,
RH37363,92.6,J19,
RH37364,94.4,J19,
RH37365,95,J19,
RH37366,94.3,J19,
RH37367,94.6,J19,
RH37368,93.9,J20,
RH37369,92.8,J20,
RH37370,94.2,J20,
RH37371,95,J20,
RH37372,95.3,J20,
RH37373,94.2,J20,
RH37374,93.4,J21,
RH37375,92.9,J21,
RH37376,93.7,J21,
RH37377,94,J21,
RH37378,94.1,J21,
RH37379,94.2,J21,
RH37380,94.6,J22,
RH37381,95,J22,
RH37382,96.1,J22,
RH37383,95.5,J22,
RH37384,95.1,J22,
RH37385,94.9,J22,
RH37386,95.5,J23,
RH37387,94.5,J23,
RH37388,94.4,J23,
RH37389,94.6,J23,
RH37390,95.1,J23,
RH37391,94.8,J23,
RH37392,93.9,J24,
RH37393,93.4,J24,
RH37394,91.4,J24,
RH37395,89.7,J24,
RH37396,89.8,J24,
RH37397,90.1,J24,
RH37398,90.4,J1,
RH37399,86.8,J1,
RH37400,82,J1,
RH37401,79,J1,
RH37402,75.9,J1,
RH37403,76,J1,
RH37404,76.4,J2,
RH37405,76.7,J2,
RH37406,76.2,J2,
RH37407,76.5,J2,
RH37408,75.6,J2,
RH37409,73,J2,
RH37410,71.9,J3,
RH37411,72.9,J3,
RH37412,71.5,J3,
RH37413,71.4,J3,
RH37414,72,J3,
RH37415,72.4,J3,
RH37416,73.7,J4,
RH37417,74.6,J4,
RH37418,74.8,J4,
RH37419,74.6,J4,
RH37420,73.7,J4,
RH37421,72.8,J4,
RH37422,73,J5,
RH37423,72.1,J5,
RH37424,71.6,J5,
RH37425,72.1,J5,
RH37426,71.3,J5,
RH37427,69.5,J5,
RH37428,68.7,J6,
RH37429,67.2,J6,
RH37430,65.6,J6,
RH37431,64.8,J6,
RH37432,64.6,J6,
RH37433,63.7,J6,
RH37434,64.4,J7,
RH37435,62.6,J7,
RH37436,63,J7,
RH37437,63.9,J7,
RH37438,64.1,J7,
RH37439,67.3,J7,
RH37440,67,J8,
RH37441,68.8,J8,
RH37442,68.9,J8,
RH37443,67,J8,
RH37444,66.6,J8,
RH37445,65.6,J8,
RH37446,65.6,J9,
RH37447,66.8,J9,
RH37448,68.6,J9,
RH37449,70.4,J9,
RH37450,71.3,J9,
RH37451,72.7,J9,
RH37452,72.5,J10,
RH37453,74.1,J10,
RH37454,75.4,J10,
RH37455,78,J10,
RH37456,80.6,J10,
RH37457,81.4,J10,
RH37458,82.9,J11,
RH37459,83.6,J11,
RH37460,83.9,J11,
RH37461,85.2,J11,
RH37462,85.5,J11,
RH37463,85.9,J11,
RH37464,86.4,J12,
RH37465,87.1,J12,
RH37466,87.1,J12,
RH37467,89.7,J12,
RH37468,89.5,J12,
RH37469,88.9,J12,
RH37470,88.8,J13,
RH37471,88.1,J13,
RH37472,90.1,J13,
RH37473,91.6,J13,
RH37474,91.6,J13,
RH37475,90.3,J13,
RH37476,91,J14,
RH37477,88.3,J14,
RH37478,89.2,J14,
RH37479,90.5,J14,
RH37480,90.3,J14,
RH37481,89.1,J14,
RH37482,88.1,J15,
RH37483,88.5,J15,
RH37484,89.8,J15,
RH37485,91.2,J15,
RH37486,92.6,J15,
RH37487,93.3,J15,
RH37488,93.5,J16,
RH37489,92.5,J16,
RH37490,91.5,J16,
RH37491,92.1,J16,
RH37492,92.4,J16,
RH37493,92.7,J16,
RH37494,92.9,J17,
RH37495,93.2,J17,
RH37496,91.9,J17,
RH37497,92.1,J17,
RH37498,93,J17,
RH37499,93.8,J17,
RH37500,92.9,J18,
RH37501,92,J18,
RH37502,92.4,J18,
RH37503,92.4,J18,
RH37504,92.7,J18,
RH37505,92.2,J18,
RH37506,91.6,J19,
RH37507,92.1,J19,
RH37508,92.8,J19,
RH37509,93,J19,
RH37510,93.6,J19,
RH37511,94.2,J19,
RH37512,95.4,J20,
RH37513,94.9,J20,
RH37514,93.9,J20,
RH37515,93.2,J20,
RH37516,93.6,J20,
RH37517,94.8,J20,
RH37518,95.7,J21,
RH37519,95.5,J21,
RH37520,95.3,J21,
RH37521,95,J21,
RH37522,94.6,J21,
RH37523,94.6,J21,
RH37524,94.7,J22,
RH37525,94.8,J22,
RH37526,96.7,J22,
RH37527,97.4,J22,
RH37528,97,J22,
RH37529,97.2,J22,
RH37530,97.4,J23,
RH37531,95.7,J23,
RH37532,96.1,J23,
RH37533,96.3,J23,
RH37534,95.7,J23,
RH37535,93.9,J23,
RH37536,91.4,J24,
RH37537,90.8,J24,
RH37538,90.6,J24,
RH37539,91.6,J24,
RH37540,92.3,J24,
RH37541,92,J24,
RH37542,91.3,J1,
RH37543,90.4,J1,
RH37544,88.8,J1,
RH37545,87.1,J1,
RH37546,85.6,J1,
RH37547,84.3,J1,
RH37548,83.4,J2,
RH37549,83.3,J2,
RH37550,83.4,J2,
RH37551,81.7,J2,
RH37552,81.4,J2,
RH37553,78.8,J2,
RH37554,76.6,J3,
RH37555,75.6,J3,
RH37556,72.1,J3,
RH37557,72.5,J3,
RH37558,71.8,J3,
RH37559,73.2,J3,
RH37560,73.6,J4,
RH37561,71.3,J4,
RH37562,72.2,J4,
RH37563,70.2,J4,
RH37564,68.9,J4,
RH37565,68.6,J4,
RH37566,68.5,J5,
RH37567,71.7,J5,
RH37568,72,J5,
RH37569,71.5,J5,
RH37570,68.6,J5,
RH37571,66.9,J5,
RH37572,68.2,J6,
RH37573,68.1,J6,
RH37574,69.3,J6,
RH37575,72.2,J6,
RH37576,72.4,J6,
RH37577,71.7,J6,
RH37578,70.1,J7,
RH37579,70.3,J7,
RH37580,70,J7,
RH37581,71.5,J7,
RH37582,73.5,J7,
RH37583,75.3,J7,
RH37584,75.7,J8,
RH37585,75.8,J8,
RH37586,76.3,J8,
RH37587,75.9,J8,
RH37588,74.2,J8,
RH37589,74.1,J8,
RH37590,74.7,J9,
RH37591,75.2,J9,
RH37592,75.3,J9,
RH37593,77.1,J9,
RH37594,78.7,J9,
RH37595,77.8,J9,
RH37596,78.7,J10,
RH37597,78.9,J10,
RH37598,79.7,J10,
RH37599,81.5,J10,
RH37600,81.9,J10,
RH37601,83.8,J10,
RH37602,84.4,J11,
RH37603,84.1,J11,
RH37604,83.6,J11,
RH37605,84.5,J11,
RH37606,87.1,J11,
RH37607,89.7,J11,
RH37608,91.2,J12,
RH37609,88.1,J12,
RH37610,87.7,J12,
RH37611,89.7,J12,
RH37612,90.4,J12,
RH37613,89.9,J12,
RH37614,91.6,J13,
RH37615,93.8,J13,
RH37616,94.5,J13,
RH37617,94.4,J13,
RH37618,94.1,J13,
RH37619,93.8,J13,
RH37620,93.2,J14,
RH37621,92.9,J14,
RH37622,93.1,J14,
RH37623,93.2,J14,
RH37624,94.2,J14,
RH37625,96.7,J14,
RH37626,98.2,J15,
RH37627,98.1,J15,
RH37628,98.2,J15,
RH37629,98.4,J15,
RH37630,98.3,J15,
RH37631,97.9,J15,
RH37632,97.8,J16,
RH37633,97.8,J16,
RH37634,97.6,J16,
RH37635,97.5,J16,
RH37636,97.7,J16,
RH37637,97.8,J16,
RH37638,97.6,J17,
RH37639,97.4,J17,
RH37640,97.3,J17,
RH37641,97.5,J17,
RH37642,97.3,J17,
RH37643,97.2,J17,
RH37644,96.5,J18,
RH37645,96.1,J18,
RH37646,95.5,J18,
RH37647,95.6,J18,
RH37648,95.9,J18,
RH37649,95.6,J18,
RH37650,95.4,J19,
RH37651,95.5,J19,
RH37652,95.6,J19,
RH37653,95.7,J19,
RH37654,96.3,J19,
RH37655,96.5,J19,
RH37656,96.6,J20,
RH37657,96.8,J20,
RH37658,96.6,J20,
RH37659,95.8,J20,
RH37660,94.2,J20,
RH37661,96.7,J20,
RH37662,97.8,J21,
RH37663,97.8,J21,
RH37664,97.5,J21,
RH37665,97.9,J21,
RH37666,98.1,J21,
RH37667,98,J21,
RH37668,98.1,J22,
RH37669,98.3,J22,
RH37670,98.5,J22,
RH37671,98.6,J22,
RH37672,98.7,J22,
RH37673,98.7,J22,
RH37674,98.8,J23,
RH37675,99,J23,
RH37676,99,J23,
RH37677,99,J23,
RH37678,99,J23,
RH37679,99,J23,
RH37680,99,J24,
RH37681,99,J24,
RH37682,99,J24,
RH37683,99,J24,
RH37684,99,J24,
RH37685,99,J24,
RH37686,99,J1,
RH37687,99,J1,
RH37688,99,J1,
RH37689,99.1,J1,
RH37690,98.5,J1,
RH37691,98.5,J1,
RH37692,98.5,J2,
RH37693,98.5,J2,
RH37694,98.6,J2,
RH37695,98.6,J2,
RH37696,98.6,J2,
RH37697,98.6,J2,
RH37698,98.6,J3,
RH37699,98.1,J3,
RH37700,98.1,J3,
RH37701,97.8,J3,
RH37702,97.2,J3,
RH37703,97,J3,
RH37704,96.9,J4,
RH37705,96.7,J4,
RH37706,96.6,J4,
RH37707,95.5,J4,
RH37708,94.6,J4,
RH37709,93.3,J4,
RH37710,92.7,J5,
RH37711,92,J5,
RH37712,90,J5,
RH37713,87.9,J5,
RH37714,88.5,J5,
RH37715,87.6,J5,
RH37716,88.4,J6,
RH37717,88.4,J6,
RH37718,88.3,J6,
RH37719,88.2,J6,
RH37720,88.2,J6,
RH37721,87.1,J6,
RH37722,86.7,J7,
RH37723,86.6,J7,
RH37724,85.6,J7,
RH37725,85.2,J7,
RH37726,86,J7,
RH37727,86.8,J7,
RH37728,85.5,J8,
RH37729,85.4,J8,
RH37730,85.4,J8,
RH37731,85.5,J8,
RH37732,85.3,J8,
RH37733,85.3,J8,
RH37734,85.5,J9,
RH37735,85.7,J9,
RH37736,85,J9,
RH37737,85.2,J9,
RH37738,85.3,J9,
RH37739,85.7,J9,
RH37740,87,J10,
RH37741,89.8,J10,
RH37742,89.5,J10,
RH37743,89.3,J10,
RH37744,89.9,J10,
RH37745,91.1,J10,
RH37746,91.2,J11,
RH37747,90.7,J11,
RH37748,90.8,J11,
RH37749,91.7,J11,
RH37750,93,J11,
RH37751,93,J11,
RH37752,92.4,J12,
RH37753,92.4,J12,
RH37754,93.3,J12,
RH37755,94.3,J12,
RH37756,95.2,J12,
RH37757,94.7,J12,
RH37758,93.9,J13,
RH37759,93.9,J13,
RH37760,93.2,J13,
RH37761,93.9,J13,
RH37762,94.7,J13,
RH37763,94.8,J13,
RH37764,95.4,J14,
RH37765,95.3,J14,
RH37766,95,J14,
RH37767,94.6,J14,
RH37768,94.5,J14,
RH37769,96.2,J14,
RH37770,97,J15,
RH37771,97.2,J15,
RH37772,97.1,J15,
RH37773,96.5,J15,
RH37774,95.1,J15,
RH37775,94.7,J15,
RH37776,94.7,J16,
RH37777,94.4,J16,
RH37778,93.9,J16,
RH37779,94.6,J16,
RH37780,95.6,J16,
RH37781,95.1,J16,
RH37782,96,J17,
RH37783,97.2,J17,
RH37784,97.4,J17,
RH37785,97.5,J17,
RH37786,97.4,J17,
RH37787,97.3,J17,
RH37788,97.3,J18,
RH37789,97.1,J18,
RH37790,96.8,J18,
RH37791,96.6,J18,
RH37792,96.2,J18,
RH37793,96.6,J18,
RH37794,97,J19,
RH37795,97.2,J19,
RH37796,97.2,J19,
RH37797,97.1,J19,
RH37798,97.4,J19,
RH37799,97.5,J19,
RH37800,97.6,J20,
RH37801,97.8,J20,
RH37802,98,J20,
RH37803,98.1,J20,
RH37804,98.1,J20,
RH37805,97.8,J20,
RH37806,97.7,J21,
RH37807,98.3,J21,
RH37808,98.5,J21,
RH37809,98.6,J21,
RH37810,98.8,J21,
RH37811,98.8,J21,
RH37812,98.9,J22,
RH37813,98.8,J22,
RH37814,98.4,J22,
RH37815,98.1,J22,
RH37816,98,J22,
RH37817,98,J22,
RH37818,98,J23,
RH37819,98,J23,
RH37820,97.6,J23,
RH37821,97,J23,
RH37822,95.7,J23,
RH37823,93.1,J23,
RH37824,90.8,J24,
RH37825,89.1,J24,
RH37826,87.5,J24,
RH37827,86.3,J24,
RH37828,85.8,J24,
RH37829,84.6,J24,
RH37830,82,J1,
RH37831,80.7,J1,
RH37832,78.4,J1,
RH37833,75.5,J1,
RH37834,74.2,J1,
RH37835,71.5,J1,
RH37836,71.5,J2,
RH37837,70.3,J2,
RH37838,68.7,J2,
RH37839,67.8,J2,
RH37840,66.4,J2,
RH37841,67.3,J2,
RH37842,67.7,J3,
RH37843,67.6,J3,
RH37844,67.6,J3,
RH37845,69.2,J3,
RH37846,68.8,J3,
RH37847,67.9,J3,
RH37848,68.7,J4,
RH37849,69.6,J4,
RH37850,67.8,J4,
RH37851,67.3,J4,
RH37852,67.9,J4,
RH37853,66.8,J4,
RH37854,67.2,J5,
RH37855,67.1,J5,
RH37856,67.1,J5,
RH37857,66.7,J5,
RH37858,67.1,J5,
RH37859,66.8,J5,
RH37860,67,J6,
RH37861,65.7,J6,
RH37862,68.8,J6,
RH37863,68,J6,
RH37864,69,J6,
RH37865,67.9,J6,
RH37866,67.9,J7,
RH37867,70.3,J7,
RH37868,69.2,J7,
RH37869,67.3,J7,
RH37870,68.1,J7,
RH37871,68.2,J7,
RH37872,69.3,J8,
RH37873,68.8,J8,
RH37874,67.3,J8,
RH37875,67.3,J8,
RH37876,67.5,J8,
RH37877,68,J8,
RH37878,67.7,J9,
RH37879,67.8,J9,
RH37880,67.2,J9,
RH37881,67.9,J9,
RH37882,67.7,J9,
RH37883,69.5,J9,
RH37884,69.6,J10,
RH37885,70.7,J10,
RH37886,73.1,J10,
RH37887,73,J10,
RH37888,74.2,J10,
RH37889,77,J10,
RH37890,78.2,J11,
RH37891,79.9,J11,
RH37892,82.1,J11,
RH37893,82.6,J11,
RH37894,82.9,J11,
RH37895,84.9,J11,
RH37896,85.1,J12,
RH37897,85.8,J12,
RH37898,86.5,J12,
RH37899,87.8,J12,
RH37900,89,J12,
RH37901,89.9,J12,
RH37902,90,J13,
RH37903,90.3,J13,
RH37904,90.9,J13,
RH37905,91.7,J13,
RH37906,91,J13,
RH37907,91.7,J13,
RH37908,92.1,J14,
RH37909,92.4,J14,
RH37910,93.4,J14,
RH37911,94.7,J14,
RH37912,94.2,J14,
RH37913,93.7,J14,
RH37914,94.3,J15,
RH37915,95,J15,
RH37916,94.9,J15,
RH37917,94.7,J15,
RH37918,94.2,J15,
RH37919,94.3,J15,
RH37920,94.7,J16,
RH37921,94.3,J16,
RH37922,94.7,J16,
RH37923,94.1,J16,
RH37924,93.3,J16,
RH37925,93.4,J16,
RH37926,93.1,J17,
RH37927,93,J17,
RH37928,93.7,J17,
RH37929,94.9,J17,
RH37930,95.4,J17,
RH37931,95.5,J17,
RH37932,95.5,J18,
RH37933,93.6,J18,
RH37934,93.3,J18,
RH37935,94.3,J18,
RH37936,95.1,J18,
RH37937,95.8,J18,
RH37938,96.2,J19,
RH37939,96.4,J19,
RH37940,97.4,J19,
RH37941,97.6,J19,
RH37942,97.6,J19,
RH37943,97.7,J19,
RH37944,97.8,J20,
RH37945,97.7,J20,
RH37946,97.4,J20,
RH37947,97.2,J20,
RH37948,97.2,J20,
RH37949,97.2,J20,
RH37950,97.3,J21,
RH37951,98,J21,
RH37952,98.1,J21,
RH37953,98,J21,
RH37954,97.4,J21,
RH37955,97,J21,
RH37956,97.1,J22,
RH37957,97.3,J22,
RH37958,97.4,J22,
RH37959,96.5,J22,
RH37960,95.6,J22,
RH37961,95.6,J22,
RH37962,95.5,J23,
RH37963,94.5,J23,
RH37964,94.6,J23,
RH37965,93.9,J23,
RH37966,89.7,J23,
RH37967,88.1,J23,
RH37968,86.6,J24,
RH37969,86.4,J24,
RH37970,86.7,J24,
RH37971,85.8,J24,
RH37972,86.2,J24,
RH37973,84.8,J24,
RH37974,82.3,J1,
RH37975,83.3,J1,
RH37976,84.1,J1,
RH37977,85,J1,
RH37978,85.7,J1,
RH37979,91,J1,
RH37980,91.3,J2,
RH37981,93.8,J2,
RH37982,93.5,J2,
RH37983,91.4,J2,
RH37984,87.8,J2,
RH37985,85.9,J2,
RH37986,83.1,J3,
RH37987,80.8,J3,
RH37988,79.6,J3,
RH37989,78.7,J3,
RH37990,79.2,J3,
RH37991,78.3,J3,
RH37992,78.1,J4,
RH37993,76.4,J4,
RH37994,77.5,J4,
RH37995,77.3,J4,
RH37996,76.8,J4,
RH37997,76.5,J4,
RH37998,82.4,J5,
RH37999,83.3,J5,
RH38000,80.9,J5,
RH38001,79.7,J5,
RH38002,81.5,J5,
RH38003,81.2,J5,
RH38004,79.3,J6,
RH38005,80,J6,
RH38006,85.6,J6,
RH38007,90.5,J6,
RH38008,88.5,J6,
RH38009,84.8,J6,
RH38010,85.1,J7,
RH38011,84.1,J7,
RH38012,81.9,J7,
RH38013,82.4,J7,
RH38014,82.3,J7,
RH38015,83.5,J7,
RH38016,83,J8,
RH38017,84,J8,
RH38018,84.9,J8,
RH38019,84.7,J8,
RH38020,84.5,J8,
RH38021,84.3,J8,
RH38022,82.6,J9,
RH38023,82.7,J9,
RH38024,82.3,J9,
RH38025,84,J9,
RH38026,85.4,J9,
RH38027,83.6,J9,
RH38028,82.4,J10,
RH38029,85.7,J10,
RH38030,86.1,J10,
RH38031,89.8,J10,
RH38032,86.2,J10,
RH38033,87.2,J10,
RH38034,89.6,J11,
RH38035,89.9,J11,
RH38036,88.6,J11,
RH38037,88.4,J11,
RH38038,87.8,J11,
RH38039,87.2,J11,
RH38040,88.1,J12,
RH38041,89.3,J12,
RH38042,90,J12,
RH38043,90.9,J12,
RH38044,91.7,J12,
RH38045,92.4,J12,
RH38046,93.1,J13,
RH38047,92.3,J13,
RH38048,90.7,J13,
RH38049,91,J13,
RH38050,90.9,J13,
RH38051,90.5,J13,
RH38052,92.3,J14,
RH38053,95,J14,
RH38054,95.7,J14,
RH38055,94.6,J14,
RH38056,94.3,J14,
RH38057,95,J14,
RH38058,96.1,J15,
RH38059,95.8,J15,
RH38060,93.9,J15,
RH38061,93.3,J15,
RH38062,94.7,J15,
RH38063,95.5,J15,
RH38064,96.1,J16,
RH38065,95.4,J16,
RH38066,94.6,J16,
RH38067,94.2,J16,
RH38068,94.4,J16,
RH38069,94.6,J16,
RH38070,95.7,J17,
RH38071,95.5,J17,
RH38072,95.3,J17,
RH38073,96.5,J17,
RH38074,97.2,J17,
RH38075,97.3,J17,
RH38076,97.3,J18,
RH38077,97.4,J18,
RH38078,97.7,J18,
RH38079,98,J18,
RH38080,98.1,J18,
RH38081,98,J18,
RH38082,98.2,J19,
RH38083,98.3,J19,
RH38084,98.2,J19,
RH38085,98.1,J19,
RH38086,98,J19,
RH38087,98,J19,
RH38088,98,J20,
RH38089,97.8,J20,
RH38090,97.7,J20,
RH38091,97.8,J20,
RH38092,97.9,J20,
RH38093,97.8,J20,
RH38094,97.6,J21,
RH38095,97.2,J21,
RH38096,97.2,J21,
RH38097,97.1,J21,
RH38098,97.2,J21,
RH38099,97.3,J21,
RH38100,97.5,J22,
RH38101,97.5,J22,
RH38102,97.4,J22,
RH38103,97.1,J22,
RH38104,96.7,J22,
RH38105,96.5,J22,
RH38106,96.9,J23,
RH38107,97.8,J23,
RH38108,98,J23,
RH38109,97.9,J23,
RH38110,96.8,J23,
RH38111,95.6,J23,
RH38112,94.7,J24,
RH38113,92.4,J24,
RH38114,89.4,J24,
RH38115,87.9,J24,
RH38116,86.5,J24,
RH38117,85.7,J24,
RH38118,84.4,J1,
RH38119,85.5,J1,
RH38120,87.3,J1,
RH38121,88.4,J1,
RH38122,86.4,J1,
RH38123,83.9,J1,
RH38124,83.3,J2,
RH38125,81.6,J2,
RH38126,81.4,J2,
RH38127,80.8,J2,
RH38128,78.6,J2,
RH38129,77.2,J2,
RH38130,83,J3,
RH38131,86.3,J3,
RH38132,94.1,J3,
RH38133,94.5,J3,
RH38134,92.6,J3,
RH38135,88.5,J3,
RH38136,86.3,J4,
RH38137,87.7,J4,
